0,1
race,"['chopper', 'children', 'year']"
discounting,['miracles']
severed,"['bonds', 'links', 'sandhicchedo', 'link', 'head', 'counts']"
rack,"['points', 'side', 'number', 'effects', 'day', 'mudguards', 'form']"
encloses,['quotation']
pledge,"['what', 'allegiance']"
Spending,"['time', 'day']"
licensed,"['technology', 'who', 'materials']"
imply,"['inclusion', 'endorsement', 'suggestion', 'reclaim', 'origin', 'relationship', 'arrogance', 'population', 'claims', 'Publication', 'treasure', 'JewelResorts', 'what', 'numbers']"
enclosed,"['tickets', 'area']"
supportting,"['celebreast', 'postingvent']"
haiku,"['morning', 'science']"
graduating,['@']
index,"['amount', 'everything', 'terabytes']"
sweats,"['camel', 'husband']"
waning,"['patience', 'influence', 'confidence']"
expressed,"['opacity', 'companions', 'disgust', 'surprise', 'opinion', 'parameters', 'concern', 'dismay', 'candidate', 'condolences', 'dissatisfaction', 'awareness', 'items', 'who', 'desire', 'remorse', 'people', 'clients', '@', 'victims', 'position', 'opinions', 'interest', 'states', 'reservations', 'repentance', 'whom', 'contempt', '%', 'year', 'support', 'names', 'string', 'evaluation', 'aversion', 'conditions', 'view', 'signs', 'lady', 'yesterday', 'artistry', 'women', 'openness', 'villager', 'fear', 'suggestion', 'none', 'regret', 'manufacturers', 'willingness', 'company', 'worry', 'time', 'value', 'hope']"
Glimpsing,['future']
polluting,['gas']
flowing,"['juices', 'water', 'stream', 'traffic', 'time']"
expresses,"['narration', 'loyalty', 'belief', 'action', 'threat', 'value', 'average']"
harassing,"['cousins', 'residents']"
advected,['moisture']
led,"['actors', 'words', 'sins', 'people', 'what', 'variety', 'change', 'success', 'man', 'removal', 'order', 'who', 'forces', 'operation', 'country', 'analysts', 'enterprise', 'policy', 'attack', 'attention', 'team', 'use', 'investigation', 'life', 'frustration', 'lack', 'seminars', 'pair', 'intrigues', 'tsunami', '@', 'side', 'steps', 'ups', 'treks', 'presumption', 'charge', 'sentiment', 'community', 'artist', 'development', 'emergence', 'girlfriends', 'agreement', 'year', 'fleet', 'group', 'men', 'revolution', 'right', 'nations', 'nominations', 'opposition', 'week', 'delegation', 'design', 'practice', 'event', 'photography', 'devotees', 'offering', 'women', 'location', 'members', 'shortage', 'record', 'coach', 'girls', 'boys', 'contributions', 'acquisition', 'agreements', 'way', 'centuries', 'distress', 'units', 'bombers', 'hysteria', 'U', 'conflict', 'Nazi', 'producer', 'propensity', 'fight', 'injury', 'project', 'Traore', 'Progress', 'attempt', 'thoughts', 'integration']"
gathered,"['people', 'employees', 'afternoon', 'times', 'youth', 'things', 'writers', 'nations', 'directors', 'friends', 'm', 'rally', 'information', 'deal', 'data', 'ISPs', 'ships', 'representatives', 'volunteers', 'butts', 'balls']"
punch,"['americas', 'mod', 'holes', 'patterns', 'gut', 'herd']"
delivering,"['sermon', 'message', 'lecture', 'experience', 'work', 'what', 'numbers', 'products', 'power', 'server', 'mail', 'Course', 'statistics', 'goods', 'talk', 'care', 'value']"
let,"['appoint', 'abuse', 'playing', 'brag', 'print', 'secularism', 'netanyahoo', 'breath', 'IMDB', 'hell', 'heel', 'guns', 'day', '@', 'banner', 'skirts', 'professors', 'jump', 'places', 'shine', 'networks', 'act', 'go', 'play', 'display', 'die', 'challenge', 'ball', 'who', 'definition', 'dogs', 'countries', 'lead', 'discuss', 'pattern', 'm', 'boy', 'governor', 'secede', 'mockery', 'baby', 'years', 'nurse', 'cars', 'am', 'contentType', 'match', 'prosecutor', 'molecules', 'gesture', 'documents', 'brothers', 'things', 'drop', 'fear', 'page', 'power', 'people', 'person', 'get', 'sweat', 'dog', 'production', 'women', 'statement', 'Q', 'fade', 'monkey', 'calls', 'sound', 'something', 'season', 'travel', 'lapse', 'hook', 'Thoughts', 'pass', 'bit']"
layout,"['number', 'scheme', 'widgets']"
invented,"['technique', 'Everything', 'balloons', 'leadership', 'products', 'animals', 'knowledge', 'atom', 'Who', 'who', 'hijacking', 'device', 'story', 'scale', 'system', 'skirt', 'bob']"
engage,"['everyone', 'doctors', 'who', 'interviewer', 'vendors', 'voters', 'Students', 'secret', 'example', 'emotions', 'people', 'today', 'visitors', 'notice', 'someone', 'book', 'audience', 'employees', 'governments', 'senses', 'salespeople', 'drive', 'students', 'help', 'neighbours', 'institutions', 'council', 'youths', 'occupations']"
Extend,['idea']
receive,"['none', 'salvation', 'allotment', 'reward', 'wood', 'letter', 'campaign', 'impetus', 'information', '@', 'monks', 'remuneration', 'gifts', 'offerings', 'areas', 'rain', 'SMS', 'student', 'discount', 'warrants', 'conjunction', 'journalists', 'text', 'Customers', 'compensation', 'holders', 'stockholders', 'dividends', 'code', 'alert', 'voucher', 'percent', 'scrutiny', 'access', 'violations', 'attention', 'None', 'money', 'calls', 'parties', 'copy', 'payments', 'season', 'petition', 'land', 'version', 'group', 'drug', 'shalt', 'service', 'permission', 'level', 'cleansing', 'mod', 'message', 'toxoid', 'who', 'dose', 'females', 'up', 'worth', 'capacity', 'antenna', 'wavelength', 'signal', 'confirmation', 'minorities', 'messages', 'education', 'people', 'treatment', 'year', 'waiver', 'winner', 'book', 'winners', 'skirt', 'view', 'years', 'email', 'something', 'pensions', 'ENTITLEMENTS', 'summons', 'updates', 'newsletter', 'gasoline', 'citizens', 'allowances', 'houses', 'traffic', 'groups', 'assistance', 'document', 'response', 'contract', 'expense', 'update', 'grade', 'pleasure', 'happiness', 'newsletters', 'foundation', 'fronds', 'light', 'counseling', 'women', 'counselling', 'lot', 'visitor', 'answer', 'views', 'feedback', 'impact', 'implantees', 'implant', 'actions', 'shareholders', 'notes', 'credit', 'package', 'employees', 'purchasing', 'registration', 'Fellowship', 'measure', 'plots', 'clearance', 'samples', 'praise', 'thanks', 'testimony', 'subsidies', 'households', 'healthcare', 'families', 'mails', 'crown', 'mercy', 'day', 'preference', 'guide', 'singers', 'training', 'box', 'minority', 'care', 'coverage', 'days', 'heads', 'help', 'prescription', 'internship', 'servers', 'sample', 'slip', 'time', 'benefits', 'results', 'plagues', 'returns', 'body', 'finance']"
involved,"['incubate', 'family', 'technique', 'CGI', 'misuse', 'drugs', 'lifecycle', 'who', 'schoolchildren', 'members', 'situation', 'gangs', 'what', 'documents', 'offence', 'sum', 't', 'dialogue', 'amount', 'traverse', 'relief', 'approach', 'massacre', 'Today', 'Brothers', 'accumulation', 'dangers', 'delay', 'waste', 'clubs', 'veteran', 'Painting', 'layer', '@', 'companies', 'physician', 'theatre', 'countries', 'son', 'study', 'percentage', 'trip', 'ride', 'claws', 'season', 'people', 'franchising', 'improvisation', 'law', 'structure', 'elements', 'complexity', 'number']"
drilled,"['@', 'instinct', 'discipline', 'wells', 'm', 'kilometres']"
survey,"['bit', 'damage', 'cross', 'servers']"
decoupled,['examination']
defeat,"['forces', 'IEDs', 'purpose', 'host', 'zombies', 'insurgencies', 'army', ""Goa'uld"", 'powers', 'militarism', 'demons', 'agenda']"
makes,"['rolls', 'What', 'inviolable', 'kindness', 'reckoning', 'disbeliever', 'whoever', 'appearance', 'prince', 'sacrifice', 'mistake', 'promise', 'face', 'feelings', 'what', 'sense', 'asset', 'hijab', 'struggle', 'statement', 'display', 'use', 'person', 'utterances', 'Thanks', 'race', 'turnout', 'process', 'grief', 'tail', 'expert', 'proposal', 'effort', 'difference', 'who', 'instruments', 'mends', 'table', 'point', 'decision', 'target', 'muslims', 'remark', 'impression', 'base', 'virtue', 'surgeon', 'cut', 'doctor', 'way', 'fault', 'timing', 'offering', 'story', 'click', 'algorithm', 'reading', 'recommendations', 'waves', 'work', 'footage', 'highlight', 'frame', 'relationship', 'post', 'plainness', 'joke', 'lives', 'hell', 'backing', 'adaptation', 'species', 'heck', 'trip', 'place', 'lack', 'aide', 'staff', 'mobile', 'decoration', 'certainty', '@', 'shots', 'decisions', 'shape', 'diet', 'gutter', 'coach', 'operator', 'lot', 'problems', 'propulsion', 'products', 'manufacturing', 'value', 'assertion', 'lady', 'editorial', 'choice', 'pursuit', 'distinction', 'promises', 'proof', '%', 'people', 'progress', 'contrast', 'issue', 'finger', 'depression', 'boat', 'wave', 'curvature', 'force', 'spending', 'result', 'space', 'socialism', 'version', 'pick', 'breach', 'targets', 'source', 'mockery', 'innovating', 'theory', 'room', 'Captain', 'money', 'campaigning', 'character', 'strength', 'host', 'agenda', 'relativism', 'palesteniens', 'lecturing', 'attempts', 'dream', 'kick', 'everyone', 'objections', 'size', 'bill', 'doors', 'map', 'drive', 'weekend', 'determination', 'take', 'literature', 'home', 'booth', 'WinGate', 'stance', 'group', 'sector', 'yolk', 'mouth', 'week', 'violence', 'individual', 'nature', 'gesture', 'attempt', 'points', 'year', 'Nothing', 'girl', 'volume', 'addition', 'grill', 'experience', 'radio', 'Who', 'battle', 'skin', 'animal', 'claim', 'changes', 'amount', 'time', 'fire', 'someone', 'comment', 'despair', 'failures', 'thing', 'depictions', 'rage', 'case', 'friends', 'mother', 'adult', 'threat', 'view', 'means', 'hay', 'beauty', 'man', 'groupthink', 'system', 'ton', 'water', 'quality', 'light', 'conclusions', 'wrapper', 'committee', 'recommendation', 'evil', 'body', 'thriller', 'coffee', 'Poverty', 'bond', 'Dreaming', 'Something', 'sounds', 'search', 'talk', 'guy', 'reference', 'mold', 'organisation', 'fact', 'sister', 'pass', 'discussion', 'wedding', 'leader', 'values', 'contribution', 'thinking', 'tour', 'accomadation']"
involves,"['Submission', 'struggle', 'strategy', 'democracy', 'choice', 'way', 'work', 'calculation', 'years', 'science', 'modeling', 'sentencing', 'adjudication', 'tasks', 'lot', 'sign', 'criteria', 'architecture', 'engineering', 'species', 'questions', 'politics', 'future', 'number', 'gamble', 'activity', 'government', 'clocks', 'corruption', 'money', 'ascent', 'system', 'reaction', 'procedure', 'chase', 'issue', 'beginning', 'stages', 'child', 'clothing', 'project', 'installation']"
panicked,['everyone']
Rejoice,"['creation', 'earth', 'church']"
immigrating,['someone']
Leading,['web']
disobey,"['truth', 'orders', 'who', 'parents', 'atom', 'law']"
distrusted,['presentations']
portryed,['credibillty']
prohibiting,"['marriage', 'hadiths', 'riders', 'exercise']"
desiring,['furtherance']
standing,"['brother', 'peeping', 'shack', 'who', 'room', 'atoms', 'waves', 'grievences', 'world', 'suspects', 'feeling', 'building', '%', 'stock', 'hours', 'shoulder', '29th', 'men']"
Draw,"['line', 'graph', 'sketch', 'mirror', 'object', 'image', 'ray']"
cheered,['Everyone']
zip,['ke$ha']
recalling,"['acts', 'crush', 'days']"
whipping,"['eggs', 'year']"
desiccated,['coconut']
doubt,"['extremists', 'authenticity', 'critics', 'one', 'ends', 'umpire', 'doesn', 'existence', 'time', 'sincerity', 'power', 'today', 'Unionist', 'sprite', 'accuracy']"
doubling,"['fees', 'R', 'months', 'revenues']"
confiscate,"['assets', 'property']"
rehydrate,['body']
unplug,['lights']
carrying,"['order', 'threat', 'verses', 'investigations', 'men', 'missions', 'repairs', 'textbooks', 'wheel', 'baby', 'name', 'degree', 'pop', 'oil', 'fuel', 'medicine', 'team', 'who', 'case', 'chest', 'laptop', 'meals', 'data', 'activities', 'prognosis', 'person', 'variations', 'someone', 'variation', 'communication', 'passengers', 'buses', '%', 'passenger', 'cargo', 'Target', 'lb', 'bags', 'anything', 'firewood', 'loads', 'members', 'child', 'amount', 'country', 'title', 'desire', 'weapon', 'cooler', 'bag', 'deodorants', 'weapons', 'camera', 'craft', 'investigation', 'implementation', 'couple', 'deal', 'kilos']"
labelled,"['writers', 'item', 'number']"
gamba,"['viola', 'instruments']"
Growing,"['70s', 'moustache']"
entangle,['brand']
practicing,"['Rahm', 'meditation', 'leaders', 'abstinence', 'who']"
integrating,"['communities', 'opinions', 'technology', 'devices', 'processing', 'messages', 'species']"
challenge,"['faculties', 'beliefs', 'people', 'government', 'merchants', 'bachelors', 'imagination', 'outlets', 'system', 'today', 'makers', 'community', 'cat', 'thinking']"
insists,"['Contrary', 'man', 'handbook', 'government']"
benefitting,['companionship']
reproduce,"['organisms', 'splitting', 'Individuals', 'retransmit', 'shakespear', 'someone', 'book', 'months', 'cameras', 'smidge', 'store', 'problem']"
prompts,['house']
drill,"['exploration', 'total']"
trekked,['times']
fulfill,"['obligation', 'rights', 'needs', 'obligations', 'duty', 'parents', 'need', 'purpose', 'potential', 'requirements', 'mission', 'mandate', 'exercises', 'desire']"
scatter,"['types', 'light']"
slid,['%']
streamed,"['shows', 'troops']"
bent,"['head', 'instincts']"
process,"['system', 'body', 'protein', 'case', 'interval', 'hundreds', 'chunks', 'buckets', 'people', 'agents', 'slice', 'companies', 'applications', 'documents', 'visitors', 'average']"
lock,"['belief', 'world', 'difficulty', 'image', 'tension', 'cat']"
rode,"['camel', 'donkey', 'who', 'sasana', 'riders', 'cavalry', 'surfboard', 'horses', 'wave', 'horse', 'dinosaur', 'bikes']"
transpired,"['what', 'events', 'years']"
beckoned,"['prince', 'sergeant', 'side']"
nears,['homestretch']
bend,"['stretch', 'coathangar', 'crevasse', 'curve', '@', 'twist', 'bird']"
slip,"['majority', 'eg', 'burkas', 'mint', 'beliefs', 'things', 'couple', 'standards']"
pieced,['segments']
weaken,"['fall', 'ability', 'country', 'weight', 'influence', 'position', 'power', 'peoples', 'policies', 'presence', 'join', 'morale', 'effort', 'intention', 'leadership']"
marginalising,['powers']
destroying,"['integration', 'savings', 'trade', 'stalls', 'cultures', 'resources', 'emits', 'bits', 'universe', 'fabric', 'solution', 'soulstone', 'regime', 'evening', 'planet', 'possessions', 'country', 'who', 'culture']"
lusted,['who']
delay,"['fear', 'IPO', 'reforms', 'guards', 'onset']"
reinstated,"['millions', 'heads', 'up', 'days']"
procured,['equipment']
escalating,['life']
uncompresses,['documents']
obeys,"['mirror', 'laws']"
blocks,"['flow', 'penetration', 'light', 'code', 'ability', 'building', 'saving']"
aspiring,['what']
await,"['dangers', 'twins', 'wasallam', 'fast', 'investigation', 'grace', 'trial', 'items', 'arrival', 'end', 'ATCs']"
Request,['list']
tied,"['hands', 'coercing', 'threats', 'what', 'hair', 'assets', 'fate', 'records', 'axe', 'tongue', 'boy', 'buffalo', 'economy', '49ers', 'game', 'score', 'hundreds', 'bonuses', 'night']"
halted,"['Studies', 'pints', 'laryngitis', 'recovery', 'strikes', 'attack', 'expansion', 'battle', 'assault']"
hitched,['ride']
demonstrating,"['events', 'problems', 'reduction', 'lack', 'change', 'commitment', 'attitude', 'day', 'deal', 'unity', 'management', 'effectiveness']"
fits,"['space', 'needs', 'concept', 'coat', 'wavelength', 'who', 'beliefs', 'game', 'bill', 'country', 'thesis', 'agenda', 'everything', 'functions', 'lifestyle']"
ties,['horse']
hawk,['books']
patted,"['back', 'hand', 'shoulder', 'head', 'shape']"
realized,"['parents', 'challenges', 'dream', 'hope', 'mother', 'half', 'family', 'girl', 'astronomers', 'moment', 'day', '@', 'something']"
denigrated,"['beliefs', 'views']"
u'regenerate,"[""u'ideology""]"
backup,['template']
counter,"['danger', 'strategy', 'appetites', 'criticism', 'flood', 'ad', 'pressure', 'ideas']"
acquitted,"['who', 'jury']"
knotted,['stomach']
allot,"['share', 'land']"
allow,"[""shari'a"", 'leeway', 'who', 'lies', 'land', 'shape', 'stumping', 'batsmen', 'stuff', 'person', 'form', 'interference', 'rights', 'immersion', 'lien', 'air', 'suspension', 'men', 'foreclosures', 'hearing', 'time', 'assessment', 'play', 'practice', 'nature', 'chain', 'access', 'procedures', 'arrest', 'punters', 'visitor', 'seconds', '@', 'kind', 'weight', 'interactions', 'voice', 'politics', 'athletes', 'agreements', 'days', 'secession', 'maps', 'calculation', 'fields', 'judging', 'establishments', 'states', 'riders', 'media', 'freedoms', 'culture', 'countries', 'freedom', 'people', 'courts', 'markets', 'safety', 'foods', 'hours', 'tracking', 'month', 'comments', 'easing', 'balances', 'process', 'family', 'proportions', 'society', 'spot', 'merger', 'opportunity', 'numbers', 'levels', 'capacities', 'circumstances', 'extension', 'millions', 'variance', 'years', 'groups', 'curriculum', 'displays', 'cat', 'sororities', 'drinking', 'choice', 'exercise', 'law', 'blurring', 'leap', 'reading']"
paled,"['colour', 'achievements']"
Apply,"['formula', 'knowledge', 'logic']"
volunteers,['one']
presuppose,['existence']
counted,"['dinars', '@', 'cattle', 'day', 'belief', '%', 'cycles', 'Employees', 'investors', '-money', 'folks', 'm', 'server', 'seconds', 'population']"
erasing,"['mountain', 'value']"
Drink,['man']
produces,"['contrast', 'affection', 'society', 'results', 'result', 'human', 'kamma', 'intensity', 'output', 'pastas', 'who', 'goods', 'guitar', 'sounds', 'flute', 'note', 'half', 'scenes', 'sorter', 'list', 'jobs', 'returns', 'irony', 'effects', 'principles', 'havens', 'choice', 'animal', 'matter', 'curvature', 'evaluation', 'rate', 'charts', 'act', 'chemicals', 'consequences', 'levels', 'fuel', 'system', 'teachers']"
vaccinated,"['females', 'administration']"
move,"['rabbit', 'MOUSE', 'ball', 'cursor', 'end', 'box', 'mouse', 'ship', 'light', 'droplet', 'dot', 'passion', 'What', 'administration', 'thread', 'clubs', 'category', 'riders', 'messages', 'parents', 'room', 'returns', 'things', 'application', 'dock', 'limbs', 'knee', 'number', 'muscle', 'choice', 'cycles', 'cities', 'people', 'lips', 'segments', 'world', 'object', 'wave', 'h', 'pulses', 'medium', 'leadership', 'fetches', 'person', 'attitude', 'cyle', 'industry', 'sides', 'crosshair', 'edges', 'jaw', 'tool', 'women', 'bowels', 'planets', 'bodies', 'crates', 'talk', 'ratios', 'day', 'sand', 'rates', 'paragraphs', 'systems', 'husband', 'comments', 'who', 'step', 'build', 'parts', 'department', 'car', 'margins', 'books', 'finger', 'ownership', 'U', 'government', 'camps', 'men', 'cattle', 'councils', 'hand', 'mountains', 'charges', 'investigation', 'boat', 'instruments']"
produced,"['cartoons', 'drive', 'certificate', 'cells', 'multiculturalism', 'deal', 'search', 'list', 'daughter', 'None', 'children', 'reformation', 'differences', 'marriages', 'son', 'view', 'part', 'car', 'self', 'selection', 'brains', 'night', 'fruit', 'service', 'task', 'Test', 'changes', 'precipitate', 'stain', 'effervescence', 'turbidity', 'food', 'marriage', 'offsprint', 'administration', 'mix', 'shirt', 'Stripe', 'shirts', 'videos', 'signs', 'insights', 'citizens', 'breweries', 'examples', 'specification', 'show', 'oil', 'increase', 'winners', 'video', 'responses', 'results', 'rule', 'decline', 'report', 'numbers', 'tree', 'shade', 'records', 'song', 'region', 'albums', 'wins', 'magic', 'description', 'time', 'pack', 'who', 'Card', 'everything', 'acetonitrile', 'acetylide', 'collagen', 'ounces', 'bees', 'honey', 'diamonds', 'performance', 'spray', 'assets', 'energy']"
directs,"['firm', 'checks', 'approach', 'instinct', 'operations']"
Match,['hatch']
perfect,"['skills', 'membership']"
recreating,['mayhem']
decay,['value']
chosen,"['man', 'watch', 'organisations', 'panelists', 'material', 'time', 'who', 'keywords', 'colour', 'approach', 'literature', 'alternative', 'member', 'teams', 'winner', 'winners', 'locality', 'house', 'goal', 'fish', 'directors', 'woman', 'countries', '@', 'day']"
strewed,"['Riders', 'glass']"
equalise,['circles']
spoiling,"['house', 'creature', 'ice']"
stalled,"['batmen', 'progress']"
sabotaging,['ship']
designs,['database']
vocalized,"['frustration', 'moments', 'outrage']"
uuuh,['nechemumoyo']
piecing,"['facts', 'prints']"
outlined,"['board', 'stretches', 'amount', 'suggestions', 'system', 'work', 'areas', 'geochemistry', 'zone']"
bat,"['overs', 'eyelashes']"
disrupted,"['harmony', 'way', 'lives', 'production']"
snake,['way']
kiss,"['girl', 'backside', 'times', 'who', 'whom', 'woman', 'goodnight', 'guys', 'way', 'goodbye', 'bye']"
stabilise,"['price', 'hearing', 'debt']"
speculates,['everyone']
realize,"['Anyone', 'hobbits', 'responsibility', 'milyar', 'world', 'thing', 'day', 'countries', 'farce', 'material', 'people', 'kind', 'comments', 'feed', 'enemies', 'weakness', 'who', 'impact', 'media', 'wrong', 'lot', 'economies', 'size', 'What', 'return', 'vision', 'what', 'niggers', 'kids']"
u'Using,"[""u'vaccine""]"
Oppose,"['Support', 'Unsure', '%']"
undertaking,"['measures', 'Members', 'task', 'processes', 'transaction', 'training']"
traced,"['ambivalence', 'causes']"
accompanies,"['sound', 'story', 'infection', 'increase', 'spending', 'popularity', 'headshot', 'interview']"
sniffing,"['cocaine', 'fundamentalists']"
merge,['education']
Say,"['take', 'What', 'People', 'family', 'goodbye', 'prayer']"
expels,"['imaginings', 'defilements']"
rising,"['eyewear', 'water', 'tide', 'levels', 'temperature', 'anger', 'sun', 'costs', 'food', 'immolation', 'rainbow', 'deficits', 'ratio', 'rates', 'hills', 'pulse', 'inflation', 'toll']"
traces,"['morality', 'conversion', 'time', 'showcase', 'history', 'tour', 'coast']"
reproducing,"['images', 'content', 'quran']"
normalising,['problem']
exacerbated,"['difficulties', 'excesses', 'situation']"
doing,"['good', 'what', 'something', 'children', 'things', 'thing', 'congratulations', 'publicity', 'preaching', 'box', 'rounds', 'deeds', 'acts', 'actions', 'work', 'who', 'harm', 'wrong', 'practice', 'anything', 'measures', 'L', 'company', 'case', 'people', 'job', 'session', 'forces', 'lots', 'opposite', 'examination', 'comics', 'story', 'half', 'wave', 'exercise', 'zumba', 'videos', 'review', 'rider', 'amount', 'right', 'nothing', 'projects', 'activities', 'bands', 'plan', 'bit', 'politicians', 'injury', 'pieces', 'What', 'skits', 'help', 'change', 'everybody', 'clicking', 'disservice', 'teenagers', 'tasks', 'studies', 'workouts', 'plank', 'business', 'residency', 'duet', 'couple', 'post', 'sort', 'film', 'films', 'service', 'year', 'duty', 'states', 'man', 'task', 'Time', 'dhikr', 'kids', 'disciplines', 'injustice', 'jobs', 'everything', 'community', 'quizzes', 'com', 'damage', 'dance', 'person', 'lays', 'desires', 'way', 'merge', 'teachers', 'Anyone', 'loser', 'incompetence', 'politician', 'supporters', 'theater', 'justice', 'pleasure', 'ways', 'weekend', 'night', 'miles', 'amounts', 'situps', 'crunch', 'yoga', 'movement', 'managers', 'works', 'thinking', 'dogs', 'tonight', 'study', 'campaigners', 'organization', 'lot', 'tavelling', 'care', 'assistance', 'ideal', 'stanzas', 'act', 'whoever', 'asking', 'Man', 'Back', 'meet', 'St', 'rupia', 'research', 'moderators', 'humans', 'today', 'course', 'department', 'loans', 'time', 'operation', 'laundry', 'decisions', 'favour', 'ups', 'route', 'music', 'dub', 'LoLa', 'covers', 'cocaine', 'coke', 'cats', 'retailer', 'rap', 'evil', 'bunch', 'contest', '//stripe', 'league', 'guys', 'day', 'heart', 'hell', 'jumps', 'spot', 'section', 'songs', 'solo', 'tour', 'Masters', 'art', 'evaluation', 'seasons', 'lists', 'hair', 'PM', 'woodworking', 'everyday', 'term', 'tutorial', 'tricks', 'police', 'int', 'guy', 'courses', 'CGI', 'child', 'pictures', 'bouquet', 'classes', 'decor', 'part', 'variation', 'internship', 'shifts', 'reporting']"
differ,"['norms', 'people', 'meanings', 'attendance', 'Results', 'process', 'men', 'account', 'minds', 'system', 'number', 'speeds', 'Patterns', 'results', 'traits', 'opinions']"
wander,"['mind', 'writings', 'chickens']"
witness,"['ceremony', 'pace', 'demand', 'What', 'work', 'history', 'accomplishments', 'signatures', 'signature', 'treatments', 'process', 'handiwork', 'transformation']"
mediates,['department']
bag,"['sale', 'party', 'bits']"
traversed,"['sun', 'who', 'length']"
favours,['boy']
Trying,"['life', 'path']"
shut,"['centers', 'summer', 'gate', 'door', 'moment', 'shop', 'world', 'pollution', 'version', 'minds', 'light', 'everything', 'factory', 'officers', 'swaths', 'power', 'meetings', 'women', 'clothing', 'soul', 'bowels', 'speech', 'f**k', 'billions', 'motorway', 'voice', 'mouth', 'TV', 'morons', 'authorities', 'person']"
perish,['idea']
Spent,['month']
grilled,"['day', 'saying', 'salmon', 'chicken']"
Expecting,['child']
initialize,"['choices', 'try', 'what']"
Passing,['exam']
craving,"['sounds', 'latent', 'grasping', 'attachment', 'nibbinda', 'drifts', 'link', 'goods']"
log,"['files', 'members', 'server', 'pages', 'issue']"
credined,['ond']
dismantled,"['notion', 'crates', 'building']"
spill,"['lesson', 'spoil', 'beans', 'blood', 'beer']"
dubbed,"['who', 'son', 'man', 'pilgrimage', 'what', 'group', 'department', 'essays', 'poof']"
could,"['mechanic', 'wind', 'considerations', 'woman', 'things', 'improvements', 'what', 'majority', 'duet', 'medication', 'viewership']"
